name,trace_id,batch_id,status,latency,total_tokens,prompt_tokens,completion_tokens,total_cost,prompt_cost,completion_cost,parameters,processor,model
9939_tpusg,9939e16f,codestral_e6d3_tpusg,failure,89.7,14916,10240,4676,0.0,0,0,T,tpusg,codestral
4ef9_tpusg,4ef98a63,codestral_e6d3_tpusg,failure,81.5,14452,10240,4212,0.0,0,0,T,tpusg,codestral
1dca_tpusg,1dca5d6e,codestral_e6d3_tpusg,failure,71.88,13886,10240,3646,0.0,0,0,T,tpusg,codestral
a6f0_tpusg,a6f0f20c,codestral_e6d3_tpusg,failure,81.75,14463,10240,4223,0.0,0,0,T,tpusg,codestral
9586_tpusg,958622f5,codestral_e6d3_tpusg,success,62.76,13391,10240,3151,0.0,0,0,T,tpusg,codestral
eff1_tpusg,eff1795e,codestral_e6d3_tpusg,success,60.52,9326,6144,3182,0.0,0,0,T,tpusg,codestral
4865_tpusg,48658181,codestral_e6d3_tpusg,failure,38.17,12012,10240,1772,0.0,0,0,T,tpusg,codestral
ea5f_tpusg,ea5fee76,codestral_e6d3_tpusg,success,85.36,12697,8192,4505,0.0,0,0,T,tpusg,codestral
7b24_tpusg,7b24ee84,codestral_e6d3_tpusg,failure,63.28,13425,10240,3185,0.0,0,0,T,tpusg,codestral
dc7b_tpusg,dc7bfa4b,codestral_e6d3_tpusg,failure,74.92,14082,10240,3842,0.0,0,0,T,tpusg,codestral
ac20_tpusg,ac201e38,codestral_e6d3_tpusg,failure,64.62,13497,10240,3257,0.0,0,0,T,tpusg,codestral
1fde_tpusg,1fdec86e,codestral_e6d3_tpusg,failure,75.94,14134,10240,3894,0.0,0,0,T,tpusg,codestral
1c1f_tpusg,1c1ff4ce,codestral_e6d3_tpusg,success,69.52,11805,8192,3613,0.0,0,0,T,tpusg,codestral
a7d8_tpusg,a7d8c023,codestral_e6d3_tpusg,failure,79.36,14329,10240,4089,0.0,0,0,T,tpusg,codestral
